"id","origin","key","name","label","update_date"
"160","organizationFields","d9c34de9a8687a960896506efe2a66bf5d040048","Concorrentes Citados","Cuidar.Me","2022-10-11 23:30:18.692"
"161","organizationFields","d9c34de9a8687a960896506efe2a66bf5d040048","Concorrentes Citados","Cuidas","2022-10-11 23:30:18.772"
"162","organizationFields","d9c34de9a8687a960896506efe2a66bf5d040048","Concorrentes Citados","Dasa - GSC Integradora de Saúde","2022-10-11 23:30:18.914"
"163","organizationFields","d9c34de9a8687a960896506efe2a66bf5d040048","Concorrentes Citados","Docway","2022-10-11 23:30:18.986"
"231","organizationFields","d9c34de9a8687a960896506efe2a66bf5d040048","Concorrentes Citados","Dr Consulta","2022-10-11 23:30:18.987"
"233","organizationFields","d9c34de9a8687a960896506efe2a66bf5d040048","Concorrentes Citados","Gympass","2022-10-11 23:30:19.201"
"225","organizationFields","d9c34de9a8687a960896506efe2a66bf5d040048","Concorrentes Citados","GoGood","2022-10-11 23:30:19.201"
"190","organizationFields","d9c34de9a8687a960896506efe2a66bf5d040048","Concorrentes Citados","Keiken","2022-10-11 23:30:19.57"
"283","organizationFields","d9c34de9a8687a960896506efe2a66bf5d040048","Concorrentes Citados","Help Assistência Médica Domiciliar","2022-10-11 23:30:19.423"
"164","organizationFields","d9c34de9a8687a960896506efe2a66bf5d040048","Concorrentes Citados","Kompa Saúde - Assina Saúde","2022-10-11 23:30:19.626"
"292","organizationFields","d9c34de9a8687a960896506efe2a66bf5d040048","Concorrentes Citados","Moodar","2022-10-11 23:30:19.768"
"291","organizationFields","d9c34de9a8687a960896506efe2a66bf5d040048","Concorrentes Citados","Mental Clean","2022-10-11 23:30:19.768"
"165","organizationFields","d9c34de9a8687a960896506efe2a66bf5d040048","Concorrentes Citados","Oli Saúde","2022-10-11 23:30:20.055"
"393","organizationFields","d9c34de9a8687a960896506efe2a66bf5d040048","Concorrentes Citados","OMM BE","2022-10-11 23:30:20.055"
"166","organizationFields","d9c34de9a8687a960896506efe2a66bf5d040048","Concorrentes Citados","OrienteMe","2022-10-11 23:30:20.055"
"167","organizationFields","d9c34de9a8687a960896506efe2a66bf5d040048","Concorrentes Citados","Pipo Saúde","2022-10-11 23:30:20.32"
"168","organizationFields","d9c34de9a8687a960896506efe2a66bf5d040048","Concorrentes Citados","Psicologia Viva","2022-10-11 23:30:20.488"
"294","organizationFields","d9c34de9a8687a960896506efe2a66bf5d040048","Concorrentes Citados","Posher","2022-10-11 23:30:20.32"
"228","organizationFields","d9c34de9a8687a960896506efe2a66bf5d040048","Concorrentes Citados","Raeto","2022-10-11 23:30:20.631"
"169","organizationFields","d9c34de9a8687a960896506efe2a66bf5d040048","Concorrentes Citados","Salú","2022-10-11 23:30:20.631"
"170","organizationFields","d9c34de9a8687a960896506efe2a66bf5d040048","Concorrentes Citados","Sami","2022-10-11 23:30:20.955"
"171","organizationFields","d9c34de9a8687a960896506efe2a66bf5d040048","Concorrentes Citados","Saúde iD","2022-10-11 23:30:20.96"
"392","organizationFields","d9c34de9a8687a960896506efe2a66bf5d040048","Concorrentes Citados","Starbem","2022-10-11 23:30:20.965"
"173","organizationFields","d9c34de9a8687a960896506efe2a66bf5d040048","Concorrentes Citados","ViBe - Viva Bem","2022-10-11 23:30:21.385"
"219","organizationFields","d9c34de9a8687a960896506efe2a66bf5d040048","Concorrentes Citados","Unimed + Vitta","2022-10-11 23:30:21.295"
"176","organizationFields","d9c34de9a8687a960896506efe2a66bf5d040048","Concorrentes Citados","Vittude","2022-10-11 23:30:21.842"
"174","organizationFields","d9c34de9a8687a960896506efe2a66bf5d040048","Concorrentes Citados","Vitalk","2022-10-11 23:30:21.441"
"399","organizationFields","d9c34de9a8687a960896506efe2a66bf5d040048","Concorrentes Citados","Wellz (by Gympass)","2022-10-11 23:30:21.842"
"1040","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","customização de roupas","2023-07-05 03:30:00.871"
"1056","personFields","adc72c13ecc17c8de4eee9ef6b0c481c89dabf07","Diagnósticos","alergia à anestésico local","2023-07-13 03:30:00.791"
"1062","organizationFields","a3beb5af67385be4f461683755d65cebeffd056f","Setor","Tecnologia, informação e Mídia","2023-07-15 03:30:00.628"
"1067","personFields","adc72c13ecc17c8de4eee9ef6b0c481c89dabf07","Diagnósticos","cardiopata","2023-07-22 03:30:00.861"
"1075","personFields","adc72c13ecc17c8de4eee9ef6b0c481c89dabf07","Diagnósticos","hálux valgo","2023-07-27 03:30:01.104"
"1078","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","conhecer cafeterias","2023-07-28 03:30:01.004"
"1084","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","dança de salão","2023-07-28 03:30:01.006"
"1093","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","filme terror e suspense","2023-08-02 03:30:00.801"
"1090","personFields","adc72c13ecc17c8de4eee9ef6b0c481c89dabf07","Diagnósticos","alergica à tetraciclina","2023-08-02 03:30:01.065"
"1119","personFields","adc72c13ecc17c8de4eee9ef6b0c481c89dabf07","Diagnósticos","lordose","2023-08-13 03:30:01.482"
"1122","personFields","adc72c13ecc17c8de4eee9ef6b0c481c89dabf07","Diagnósticos","hemofilia","2023-08-15 03:30:00.863"
"330","organizationFields","826ec6bb163c027c16df421ba9dce42d9b492421","Valor Percebido","Aceita PJ","2022-10-12 23:08:36.377177"
"459","dealFields","lost_reason","Motivo da perda","[Assinatura] Está sem tempo para conciliar os atendimentos","2022-12-03 03:30:05.706"
"637","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","masterchef","2023-04-12 03:30:00.692"
"646","personFields","adc72c13ecc17c8de4eee9ef6b0c481c89dabf07","Diagnósticos","tabagista","2023-04-19 03:30:00.654"
"648","organizationFields","d9c34de9a8687a960896506efe2a66bf5d040048","Concorrentes Citados","Bloom Care","2023-04-20 03:30:00.522"
"651","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","música","2023-04-20 03:30:00.95"
"657","personFields","adc72c13ecc17c8de4eee9ef6b0c481c89dabf07","Diagnósticos","ex-tabagista","2023-04-21 03:30:00.676"
"653","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","tocar violão","2023-04-21 03:30:00.723"
"663","personFields","adc72c13ecc17c8de4eee9ef6b0c481c89dabf07","Diagnósticos","borderline","2023-04-26 03:30:00.637"
"790","personFields","adc72c13ecc17c8de4eee9ef6b0c481c89dabf07","Diagnósticos","condromalácia","2023-06-01 03:30:00.777"
"789","personFields","adc72c13ecc17c8de4eee9ef6b0c481c89dabf07","Diagnósticos","dor lombar","2023-06-01 03:30:00.777"
"787","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","gamer","2023-06-01 03:30:00.946"
"793","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","sair pra comer","2023-06-01 03:30:00.946"
"795","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","sair pra beber","2023-06-01 03:30:00.948"
"797","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","jogar no computador","2023-06-01 03:30:00.949"
"801","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","cachoeiras","2023-06-02 03:30:00.957"
"800","personFields","adc72c13ecc17c8de4eee9ef6b0c481c89dabf07","Diagnósticos"," intolerante a lactose","2023-06-02 03:30:01.09"
"803","personFields","adc72c13ecc17c8de4eee9ef6b0c481c89dabf07","Diagnósticos","prolactinoma","2023-06-03 03:30:00.682"
"805","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","estenose da válvula aórtica","2023-06-03 03:30:00.783"
"807","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","kung fu","2023-06-03 03:30:00.783"
"815","personFields","adc72c13ecc17c8de4eee9ef6b0c481c89dabf07","Diagnósticos","alergia à levofloxacino","2023-06-06 03:30:00.747"
"816","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","pedagogia","2023-06-06 03:30:00.868"
"824","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","tocar baixo","2023-06-06 03:30:00.871"
"830","personFields","adc72c13ecc17c8de4eee9ef6b0c481c89dabf07","Diagnósticos","labirintite","2023-06-07 03:30:00.801"
"837","personFields","adc72c13ecc17c8de4eee9ef6b0c481c89dabf07","Diagnósticos","alergia a prometazina","2023-06-07 03:30:00.804"
"828","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","gosta de desenhar","2023-06-07 03:30:00.912"
"842","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","taro","2023-06-07 03:30:00.916"
"853","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","auto-cuidado","2023-06-08 03:30:00.845"
"852","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","atividade física","2023-06-08 03:30:00.845"
"848","personFields","adc72c13ecc17c8de4eee9ef6b0c481c89dabf07","Diagnósticos","sindrome de pânico","2023-06-08 03:30:00.955"
"850","personFields","adc72c13ecc17c8de4eee9ef6b0c481c89dabf07","Diagnósticos","síndrome de burnout,","2023-06-08 03:30:00.956"
"859","personFields","adc72c13ecc17c8de4eee9ef6b0c481c89dabf07","Diagnósticos","bronquite ","2023-06-08 03:30:00.957"
"873","personFields","adc72c13ecc17c8de4eee9ef6b0c481c89dabf07","Diagnósticos","fobia social","2023-06-10 03:30:00.804"
"884","personFields","adc72c13ecc17c8de4eee9ef6b0c481c89dabf07","Diagnósticos","esclerose múltipla","2023-06-10 03:30:00.807"
"872","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","jogo","2023-06-10 03:30:00.92"
"880","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","asmr","2023-06-10 03:30:00.923"
"889","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","churrasco","2023-06-10 03:30:00.926"
"895","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","organização domiciliar","2023-06-10 03:30:00.929"
"999","personFields","adc72c13ecc17c8de4eee9ef6b0c481c89dabf07","Diagnósticos","gordura no fígado","2023-06-23 03:30:00.84"
"1006","personFields","adc72c13ecc17c8de4eee9ef6b0c481c89dabf07","Diagnósticos","pânico à baratas","2023-06-23 03:30:00.843"
"1010","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","festival folclórico","2023-06-23 03:30:01.111"
"1013","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","peixe","2023-06-27 03:30:01.095"
"1016","personFields","adc72c13ecc17c8de4eee9ef6b0c481c89dabf07","Diagnósticos"," trombocitopenia primária imune (pti)","2023-06-28 03:30:00.859"
"1124","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","futebol americano","2023-08-15 03:30:01.319"
"1133","organizationFields","a3beb5af67385be4f461683755d65cebeffd056f","Setor","Advocacia","2023-08-18 03:30:00.8"
"1139","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","tocar piano","2023-08-23 03:30:01.754"
"175","organizationFields","d9c34de9a8687a960896506efe2a66bf5d040048","Concorrentes Citados","Vitta","2022-10-11 23:30:21.523"
"177","organizationFields","d9c34de9a8687a960896506efe2a66bf5d040048","Concorrentes Citados","Zenklub","2022-10-11 23:30:21.985"
"148","organizationFields","49f6bd7ecadf55b91a0a2654187f02ec528156ae","Operadora de Saúde","Assim Saúde","2022-10-11 23:30:22.664"
"412","personFields","928588f0cc6fe68efedc8ce363c5bf3ae456f081","Plano de Saúde","SUS","2022-10-12 23:04:12.97"
"417","personFields","928588f0cc6fe68efedc8ce363c5bf3ae456f081","Plano de Saúde","Associação Petrobras de Saúde – APS","2022-10-12 23:04:13.264"
"423","personFields","928588f0cc6fe68efedc8ce363c5bf3ae456f081","Plano de Saúde","Sul América","2022-10-12 23:04:13.876"
"428","personFields","928588f0cc6fe68efedc8ce363c5bf3ae456f081","Plano de Saúde","Unimed de Marília","2022-10-12 23:04:14.173"
"434","personFields","928588f0cc6fe68efedc8ce363c5bf3ae456f081","Plano de Saúde","Unimed Litoral","2022-10-12 23:04:14.466"
"460","dealFields","lost_reason","Motivo da perda","[Assinatura] Recebeu um benefício similar da empresa e não viu sentido em manter os dois","2022-12-14 03:30:03.539"
"461","dealFields","lost_reason","Motivo da perda","[Assinatura] Precisou cortar custos","2022-12-14 03:30:03.545"
"642","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","curiosidades geográficas","2023-04-12 03:30:00.694"
"641","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","dorama","2023-04-12 03:30:00.694"
"639","personFields","adc72c13ecc17c8de4eee9ef6b0c481c89dabf07","Diagnósticos","eplepsia","2023-04-12 03:30:00.748"
"644","dealFields","1f1cfeca8022208f7f4dc1ba8de04fde963f50da","Segmentação","(08/04/2023) Leads já conectados","2023-04-18 03:30:00.997"
"645","dealFields","1f1cfeca8022208f7f4dc1ba8de04fde963f50da","Segmentação","Melhores para o Brasil 2023","2023-04-18 03:30:00.997"
"647","personFields","2235fe595bab706368478f7ce8c91639feaa3a44","Psicoterapeuta","teste","2023-04-19 03:30:00.622"
"658","personFields","adc72c13ecc17c8de4eee9ef6b0c481c89dabf07","Diagnósticos","gestante","2023-04-21 03:30:00.677"
"656","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","pedalar","2023-04-21 03:30:00.724"
"661","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","ouvir música","2023-04-25 03:30:00.681"
"794","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","bosque","2023-06-01 03:30:00.947"
"808","personFields","adc72c13ecc17c8de4eee9ef6b0c481c89dabf07","Diagnósticos","intolerância a lactose","2023-06-03 03:30:00.683"
"812","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","series","2023-06-03 03:30:00.784"
"822","personFields","adc72c13ecc17c8de4eee9ef6b0c481c89dabf07","Diagnósticos","nódulo na tireóide","2023-06-06 03:30:00.75"
"821","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","restaurantes","2023-06-06 03:30:00.87"
"827","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","bicicleta","2023-06-06 03:30:00.873"
"833","personFields","adc72c13ecc17c8de4eee9ef6b0c481c89dabf07","Diagnósticos","n/a","2023-06-07 03:30:00.802"
"843","personFields","adc72c13ecc17c8de4eee9ef6b0c481c89dabf07","Diagnósticos","foliculite capilar","2023-06-07 03:30:00.805"
"831","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","museu","2023-06-07 03:30:00.912"
"841","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","nutrição","2023-06-07 03:30:00.916"
"849","personFields","928588f0cc6fe68efedc8ce363c5bf3ae456f081","Plano de Saúde","Norden","2023-06-08 03:30:00.738"
"856","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","coreano e mandarim","2023-06-08 03:30:00.845"
"851","personFields","adc72c13ecc17c8de4eee9ef6b0c481c89dabf07","Diagnósticos","ovario policistico","2023-06-08 03:30:00.956"
"860","personFields","adc72c13ecc17c8de4eee9ef6b0c481c89dabf07","Diagnósticos","cálculo renal","2023-06-08 03:30:00.959"
"861","personFields","adc72c13ecc17c8de4eee9ef6b0c481c89dabf07","Diagnósticos","cisto de mamas","2023-06-09 03:30:00.884"
"1061","personFields","adc72c13ecc17c8de4eee9ef6b0c481c89dabf07","Diagnósticos","alergia à frutos do mar","2023-07-15 03:30:00.908"
"1068","personFields","adc72c13ecc17c8de4eee9ef6b0c481c89dabf07","Diagnósticos","marcapasso","2023-07-22 03:30:00.862"
"1071","organizationFields","a3beb5af67385be4f461683755d65cebeffd056f","Setor","Serviços de informação","2023-07-25 03:30:00.483"
"1073","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","filme romance","2023-07-26 03:30:00.878"
"1072","personFields","adc72c13ecc17c8de4eee9ef6b0c481c89dabf07","Diagnósticos","reumatismo","2023-07-26 03:30:01.161"
"1081","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","kumbaya","2023-07-28 03:30:01.005"
"1089","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","caseiro","2023-08-02 03:30:00.8"
"1096","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","ler biblía","2023-08-02 03:30:00.803"
"1087","personFields","adc72c13ecc17c8de4eee9ef6b0c481c89dabf07","Diagnósticos","diabetes tipo 1","2023-08-02 03:30:01.065"
"1109","personFields","adc72c13ecc17c8de4eee9ef6b0c481c89dabf07","Diagnósticos","lcm rompido","2023-08-05 03:30:01.301"
"1128","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","língua italiana","2023-08-16 03:30:01.229"
"1134","organizationFields","a3beb5af67385be4f461683755d65cebeffd056f","Setor","Advocacia","2023-08-18 03:30:00.801"
"1136","personFields","928588f0cc6fe68efedc8ce363c5bf3ae456f081","Plano de Saúde","Centro Clínico Gaucho","2023-08-18 03:30:00.915"
"1138","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","just dance","2023-08-22 03:30:01.664"
"1155","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","maconha","2023-08-29 03:30:01.439"
"215","organizationFields","d9c34de9a8687a960896506efe2a66bf5d040048","Concorrentes Citados","YouClub","2022-10-11 23:30:21.984"
"413","personFields","928588f0cc6fe68efedc8ce363c5bf3ae456f081","Plano de Saúde","Alice","2022-10-12 23:04:13.207"
"418","personFields","928588f0cc6fe68efedc8ce363c5bf3ae456f081","Plano de Saúde","Bradesco Saúde","2022-10-12 23:04:13.501"
"421","personFields","928588f0cc6fe68efedc8ce363c5bf3ae456f081","Plano de Saúde","Porto Seguro","2022-10-12 23:04:13.788"
"426","personFields","928588f0cc6fe68efedc8ce363c5bf3ae456f081","Plano de Saúde","Unimed Curitiba","2022-10-12 23:04:14.092"
"431","personFields","928588f0cc6fe68efedc8ce363c5bf3ae456f081","Plano de Saúde","Unimed Goiânia","2022-10-12 23:04:14.381"
"436","personFields","928588f0cc6fe68efedc8ce363c5bf3ae456f081","Plano de Saúde","Unimed Porto Alegre","2022-10-12 23:04:14.672"
"512","organizationFields","826ec6bb163c027c16df421ba9dce42d9b492421","Valor Percebido","CS (Customer Success)","2023-02-15 03:30:01.953"
"478","organizationFields","d9c34de9a8687a960896506efe2a66bf5d040048","Concorrentes Citados","Dr Alper","2023-02-15 03:30:02.283"
"513","dealFields","label","Etiqueta","Respondeu a ultima mensagem","2023-02-15 03:30:02.69"
"482","dealFields","f6d33fbaf83fcf20db4681b13c96a4a6fa645c11","Origem do Lead","Outbound: MeetAlfred > LinkedIn","2023-02-15 03:30:02.849"
"485","dealFields","ef0dcc1465a12095b7eb5f47f6f9159b81f327c8","Argumento de Prospecção","E-mail 2","2023-02-15 03:30:02.948"
"489","dealFields","ef0dcc1465a12095b7eb5f47f6f9159b81f327c8","Argumento de Prospecção","LinkedIn 1","2023-02-15 03:30:02.953"
"662","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","mestrado","2023-04-26 03:30:00.707"
"799","personFields","adc72c13ecc17c8de4eee9ef6b0c481c89dabf07","Diagnósticos","psiroiase nas articulações do corpo ","2023-06-02 03:30:01.09"
"820","personFields","adc72c13ecc17c8de4eee9ef6b0c481c89dabf07","Diagnósticos","alergia à amoxilina","2023-06-06 03:30:00.75"
"813","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","zumba","2023-06-06 03:30:00.867"
"818","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","roda de amigos","2023-06-06 03:30:00.87"
"867","personFields","adc72c13ecc17c8de4eee9ef6b0c481c89dabf07","Diagnósticos","pancreatite","2023-06-10 03:30:00.802"
"878","personFields","adc72c13ecc17c8de4eee9ef6b0c481c89dabf07","Diagnósticos","degeneração macular","2023-06-10 03:30:00.805"
"890","personFields","adc72c13ecc17c8de4eee9ef6b0c481c89dabf07","Diagnósticos","bronquiteasmatica","2023-06-10 03:30:00.808"
"865","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","n/a","2023-06-10 03:30:00.918"
"874","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","teatro","2023-06-10 03:30:00.921"
"881","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","arquitetura","2023-06-10 03:30:00.923"
"888","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","andar com os pets","2023-06-10 03:30:00.926"
"1060","personFields","adc72c13ecc17c8de4eee9ef6b0c481c89dabf07","Diagnósticos","alergia à amendoim ","2023-07-15 03:30:00.908"
"1064","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","stenografia","2023-07-20 03:30:01.079"
"1091","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","fisuculturismo","2023-08-02 03:30:00.8"
"1099","organizationFields","a3beb5af67385be4f461683755d65cebeffd056f","Setor","Fabricação de componentes de aviação e aeroespaciais","2023-08-03 03:30:00.534"
"1106","personFields","adc72c13ecc17c8de4eee9ef6b0c481c89dabf07","Diagnósticos","alergias: nimesulida e camarão ","2023-08-04 03:30:01.549"
"1112","personFields","adc72c13ecc17c8de4eee9ef6b0c481c89dabf07","Diagnósticos","alergia à diclofenato","2023-08-05 03:30:01.301"
"1127","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","filosofia","2023-08-16 03:30:01.228"
"1140","personFields","adc72c13ecc17c8de4eee9ef6b0c481c89dabf07","Diagnósticos","pseudoartrose da tíbia","2023-08-24 03:30:00.872"
"1146","personFields","adc72c13ecc17c8de4eee9ef6b0c481c89dabf07","Diagnósticos","alergia à sulfa","2023-08-26 03:30:00.883"
"1154","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","sair com família","2023-08-29 03:30:01.438"
"1157","personFields","6642a54605954c1d972153c61f7804a5b649f02a","Interesses","fazer doces","2023-08-30 03:30:02.31"
"146","organizationFields","49f6bd7ecadf55b91a0a2654187f02ec528156ae","Operadora de Saúde","Allianz","2022-10-11 23:30:22.271"
"414","personFields","928588f0cc6fe68efedc8ce363c5bf3ae456f081","Plano de Saúde","Allianz Saúde","2022-10-12 23:04:13.221"
"419","personFields","928588f0cc6fe68efedc8ce363c5bf3ae456f081","Plano de Saúde","CASSI","2022-10-12 23:04:13.509"
"422","personFields","928588f0cc6fe68efedc8ce363c5bf3ae456f081","Plano de Saúde","Prevent Sênior","2022-10-12 23:04:13.8"
"427","personFields","928588f0cc6fe68efedc8ce363c5bf3ae456f081","Plano de Saúde","Unimed de Franca","2022-10-12 23:04:14.092"
"432","personFields","928588f0cc6fe68efedc8ce363c5bf3ae456f081","Plano de Saúde","Unimed Grande Florianópolis","2022-10-12 23:04:14.386"
